# Float Glass Laser Cleaning Dataset
# License: CC-BY-4.0
# URL: https://creativecommons.org/licenses/by/4.0/
# Source: Z-Beam Laser Cleaning Research Lab
# Contact: info@z-beam.com
# Dataset: http://localhost:3000/materials/glass/soda-lime/float-glass-laser-cleaning
# Updated: 2025-12-22 | Version: 1.0
#
# Citation: Z-Beam (2025). Float Glass Laser Cleaning Dataset. Retrieved from http://localhost:3000/materials/glass/soda-lime/float-glass-laser-cleaning
#
Field,Category,Property,Value,Unit,Min,Max,Source,Description
Basic,Info,Name,Float Glass,,,,,Material name
Basic,Info,Category,glass,,,,,Material category
Basic,Info,Subcategory,soda-lime,,,,,Material subcategory
Basic,Info,Slug,float-glass-laser-cleaning,,,,,URL identifier
Machine,Settings,powerRange,100,W,1,120,,Optimal average power for Float Glass surface cleaning without thermal damage
Machine,Settings,wavelength,1064,nm,355,10640,,Near-IR wavelength optimized for Float Glass absorption and minimal subsurface damage
Machine,Settings,spotSize,100,μm,0.1,500,,Beam spot diameter for precise cleaning with adequate energy density
Machine,Settings,repetitionRate,50,kHz,1,200,,Optimal repetition rate for efficient cleaning coverage and thermal management
Machine,Settings,energyDensity,2.5,J/cm²,0.1,20,,Fluence threshold for effective contaminant removal below glass damage threshold
Machine,Settings,pulseWidth,10,ns,0.1,1000,,Nanosecond pulse duration for effective contaminant removal without glass damage
Machine,Settings,scanSpeed,500,mm/s,10,5000,,Optimal scanning speed for uniform cleaning coverage
Machine,Settings,passCount,3,passes,1,10,,Number of cleaning passes for complete contaminant removal
Machine,Settings,overlapRatio,50,%,10,90,,Optimal beam overlap for uniform cleaning without excessive thermal buildup
Machine,Settings,dwellTime,100,μs,0.2,200,,Effective dwell time per spot for contaminant ablation
Machine,Settings,power,200,W,50,500,,Typical range for industrial 1064 nm fiber lasers in glass cleaning to balance efficiency and safety; starting at 200 W for contamination removal without overheating. Max safe below 500 W to avoid thermal stress on float glass (melting point ~500°C). Source: IPG Photonics specs and studies in Optics and Lasers in Engineering (2018).
Machine,Settings,scan_speed,2000,mm/s,10,5000,,"Effective speeds for 1064 nm cleaning; slower (500-1000 mm/s) for heavy contamination, faster (up to 5000 mm/s) for light residues. Recommended 2000 mm/s for optimal contaminant removal on float glass while minimizing heat accumulation. Source: Industry standards from Laser Cleaning Europe guidelines and J. Cleaner Production (2020)."
Machine,Settings,pulse_width,20,ns,0.1,1000,,Nanosecond regime preferred for float glass to enable selective ablation of contaminants with minimal heat-affected zone (HAZ); picosecond (ps) or femtosecond (fs) for ultra-precision but costlier. 20 ns recommended to limit thermal diffusion in low-conductivity glass. Source: Laser physics research in Applied Surface Science (2019).
Machine,Settings,repetition_rate,50,kHz,1,200,,Typical for pulsed cleaning; higher rates (50-100 kHz) speed up process but risk heat buildup on reflective float glass. 50 kHz balances speed and safety for contamination removal. Trade-off: High freq increases overlap heating. Source: Academic literature in Optics Express (2017).
Machine,Settings,energy_density,0.5,J/cm²,0.1,20,,Fluence range for safe cleaning below float glass damage threshold (~3 J/cm² at 1064 nm due to partial IR absorption). 0.5 J/cm² recommended for contaminant removal without substrate ablation or cracking. Source: Ablation threshold studies in Journal of Applied Physics (2021).
Machine,Settings,spot_size,300,μm,0.1,500,,Beam diameter range for precision (100-300 μm) vs. large-area cleaning (up to 1000 μm); 300 μm recommended for uniform coverage on float glass surfaces without excessive energy concentration. Source: Equipment specs from Coherent Inc. and industry manuals.
Machine,Settings,pass_count,2,passes,1,10,,"Single pass for light contamination, multi-pass (2-5) for heavy layers; 2 passes recommended for complete removal on float glass to ensure uniformity without cumulative damage. Source: Industry case studies in Surface and Coatings Technology (2022)."
Machine,Settings,overlap_ratio,50,%,10,90,,"Ensures uniform coverage; 50% recommended for float glass to avoid gaps or overexposure, balancing efficiency and preventing thermal gradients. Typical 30-80% in optimization. Source: Process studies in Lasers in Manufacturing and Materials Processing (2019)."
Property,material_characteristics,electricalResistivity,100000000000,Ω·m,,,ai_research,Material property: electricalResistivity
Property,material_characteristics,fractureToughness,0.75,MPa√m,,,ai_research,Material property: fractureToughness
Property,material_characteristics,density,2500,kg/m³,,,ai_research,Material property: density
Property,material_characteristics,oxidationResistance,1,dimensionless,,,ai_research,Material property: oxidationResistance
Property,material_characteristics,youngsModulus,70,GPa,,,ai_research,Material property: youngsModulus
Property,material_characteristics,hardness,5.5,GPa,,,ai_research,Material property: hardness
Property,material_characteristics,compressiveStrength,1000,MPa,,,ai_research,Material property: compressiveStrength
Property,material_characteristics,tensileStrength,40,MPa,,,ai_research,Material property: tensileStrength
Property,material_characteristics,flexuralStrength,50,MPa,,,ai_research,Material property: flexuralStrength
Property,material_characteristics,corrosionResistance,0.92,dimensionless,,,ai_research,Material property: corrosionResistance
Property,material_characteristics,laserDamageThreshold,15,J/cm²,,,scientific_literature,Material property: laserDamageThreshold
Property,laser_material_interaction,absorptivity,0.05,dimensionless,0.01,0.1,ai_research,Material property: absorptivity
Property,laser_material_interaction,absorptionCoefficient,20,m⁻¹,10,100,ai_research,Material property: absorptionCoefficient
Property,laser_material_interaction,laserDamageThreshold,5,J/cm²,1,10,ai_research,Material property: laserDamageThreshold
Property,laser_material_interaction,thermalShockResistance,1,MW/m,0.5,2,ai_research,Material property: thermalShockResistance
Property,laser_material_interaction,reflectivity,0.08,dimensionless,0.05,0.1,ai_research,Material property: reflectivity
Property,laser_material_interaction,thermalDestructionPoint,1700,K,1600,1800,ai_research,Material property: thermalDestructionPoint
Property,laser_material_interaction,vaporPressure,0.01,Pa,0.001,1,ai_research,Material property: vaporPressure
Property,laser_material_interaction,thermalDestruction,719,°C,,,ai_research,Material property: thermalDestruction
Property,laser_material_interaction,laserReflectivity,0.04,dimensionless (fraction),,,ai_research,Material property: laserReflectivity
Property,laser_material_interaction,thermalExpansion,0.000009,K^{-1},,,ai_research,Material property: thermalExpansion
Property,laser_material_interaction,thermalConductivity,1,W/m·K,,,ai_research,Material property: thermalConductivity
Property,laser_material_interaction,specificHeat,837,J/(kg·K),,,ai_research,Material property: specificHeat
Property,laser_material_interaction,laserAbsorption,10,m^{-1},,,ai_research,Material property: laserAbsorption
